GEOID,NMTC Eligibility,Opportunity Zone
01087231700,Deep Distress or High Migration Rural County,No
01087231800,Deep Distress or High Migration Rural County,No
01087231900,Severe Distress or Non-Metropolitan,No
01087232000,Deep Distress or High Migration Rural County,No
01087232100,Deep Distress or High Migration Rural County,No
01087232200,Deep Distress or High Migration Rural County,Low-Income Community
01087232300,Deep Distress or High Migration Rural County,No
01089000203,Deep Distress or High Migration Rural County,No
01089000301,Deep Distress or High Migration Rural County,No
01089000302,Deep Distress or High Migration Rural County,No
01089000403,Severe Distress or Non-Metropolitan,No
01089000501,Severe Distress or Non-Metropolitan,No
01089000502,Severe Distress or Non-Metropolitan,No
01089000503,Eligible,No
01089000601,Severe Distress or Non-Metropolitan,No
01089000602,Severe Distress or Non-Metropolitan,No
01089000701,Deep Distress or High Migration Rural County,No
01089000702,Not Eligible,No
01089000901,Not Eligible,No
01089000902,Not Eligible,No
01089001000,Not Eligible,No
01089001200,Deep Distress or High Migration Rural County,No
01089001301,Deep Distress or High Migration Rural County,Low-Income Community
01089001302,Severe Distress or Non-Metropolitan,No
01089001401,Not Eligible,No
01089001403,Severe Distress or Non-Metropolitan,No
01089001404,Eligible,No
01089001500,Severe Distress or Non-Metropolitan,Low-Income Community
01089001700,Not Eligible,No
01089001801,Not Eligible,No
01089001901,Not Eligible,No
01089001902,Not Eligible,No
01089001903,Not Eligible,No
01089002000,Not Eligible,No
01089002100,Deep Distress or High Migration Rural County,Low-Income Community
01089002200,Deep Distress or High Migration Rural County,No
01089002300,Deep Distress or High Migration Rural County,No
01089002400,Deep Distress or High Migration Rural County,No
01089002501,Deep Distress or High Migration Rural County,Low-Income Community
01089002502,Severe Distress or Non-Metropolitan,No
01089002600,Not Eligible,No
01089002701,Not Eligible,No
01089002721,Not Eligible,No
01089002722,Not Eligible,No
01089002801,Eligible,No
01089002803,Not Eligible,No
01089002804,Not Eligible,No
01089002911,Not Eligible,No
01089002912,Not Eligible,No
01089002922,Not Eligible,No
01089002923,Not Eligible,No
01089002924,Not Eligible,No
01089003000,Deep Distress or High Migration Rural County,Low-Income Community
01089003100,Eligible,Low-Income Community
01089010101,Eligible,No
01089010102,Not Eligible,No
01089010200,Not Eligible,No
01089010302,Not Eligible,No
01089010303,Severe Distress or Non-Metropolitan,No
01089010304,Severe Distress or Non-Metropolitan,No
01089010403,Severe Distress or Non-Metropolitan,No
01089010404,Severe Distress or Non-Metropolitan,No
01089010405,Not Eligible,No
01089010406,Eligible,No
01089010502,Not Eligible,No
01089010503,Not Eligible,No
01089010504,Not Eligible,No
01089010612,Not Eligible,No
01089010623,Not Eligible,No
01089010625,Deep Distress or High Migration Rural County,No
01089010626,Not Eligible,No
01089010627,Not Eligible,No
01089010628,Not Eligible,No
01089010629,Not Eligible,No
01089010630,Not Eligible,No
01089010631,Not Eligible,No
01089010703,Not Eligible,No
01089010704,Not Eligible,No
01089010705,Eligible,No
01089010706,Not Eligible,No
01089010801,Not Eligible,No
01089010802,Not Eligible,No
01089010902,Eligible,No
01089010903,Not Eligible,No
01089010904,Not Eligible,No
01089010905,Not Eligible,No
01089011012,Not Eligible,No
01089011013,Not Eligible,No
01089011021,Eligible,No
01089011023,Not Eligible,No
01089011024,Not Eligible,No
01089011025,Not Eligible,No
01089011026,Not Eligible,No
01089011027,Not Eligible,No
01089011028,Severe Distress or Non-Metropolitan,No
01089011100,Not Eligible,No
01089011201,Not Eligible,No
01089011202,Not Eligible,No
01089011203,Not Eligible,No
01089011301,Not Eligible,No
01089011302,Not Eligible,No
01089011400,Not Eligible,No
01091972901,Severe Distress or Non-Metropolitan,No
01091972902,Deep Distress or High Migration Rural County,No
01091973001,Deep Distress or High Migration Rural County,No
01091973002,Not Eligible,No
01091973100,Deep Distress or High Migration Rural County,No
01091973200,Severe Distress or Non-Metropolitan,No
01091973300,Not Eligible,No
01091973400,Not Eligible,No
01093964001,Severe Distress or Non-Metropolitan,No
01093964002,Severe Distress or Non-Metropolitan,No
01093964100,Severe Distress or Non-Metropolitan,No
01093964200,Not Eligible,No
01093964300,Severe Distress or Non-Metropolitan,No
01093964401,Not Eligible,No
01093964402,Not Eligible,No
01093964500,Severe Distress or Non-Metropolitan,Non-LIC Contiguous
01093964600,Not Eligible,No
01093964701,Severe Distress or Non-Metropolitan,No
01093964702,Not Eligible,No
01095030101,Severe Distress or Non-Metropolitan,No
01095030102,Severe Distress or Non-Metropolitan,No
01095030203,Severe Distress or Non-Metropolitan,No
01095030204,Not Eligible,No
01095030205,Not Eligible,No
01095030206,Not Eligible,No
01095030301,Not Eligible,No
01095030302,Not Eligible,No
01095030401,Severe Distress or Non-Metropolitan,No
01095030402,Not Eligible,No
01095030501,Not Eligible,No
01095030502,Not Eligible,No
01095030601,Not Eligible,No
01095030602,Severe Distress or Non-Metropolitan,No
01095030701,Severe Distress or Non-Metropolitan,No
01095030702,Not Eligible,No
01095030801,Not Eligible,No
01095030803,Severe Distress or Non-Metropolitan,No
01095030804,Severe Distress or Non-Metropolitan,No
01095030902,Not Eligible,No
01095030903,Severe Distress or Non-Metropolitan,No
01095030904,Not Eligible,No
01095031001,Not Eligible,No
01095031002,Severe Distress or Non-Metropolitan,No
01095031100,Severe Distress or Non-Metropolitan,No
01095031200,Severe Distress or Non-Metropolitan,No
01097000200,Eligible,Low-Income Community
01097000401,Eligible,Low-Income Community
01097000402,Deep Distress or High Migration Rural County,No
01097000500,Deep Distress or High Migration Rural County,No
01097000600,Deep Distress or High Migration Rural County,Low-Income Community
01097000701,Severe Distress or Non-Metropolitan,No
01097000702,Deep Distress or High Migration Rural County,No
01097000801,Eligible,No
01097000802,Deep Distress or High Migration Rural County,No
01097000901,Eligible,No
01097000902,Not Eligible,No
01097000903,Eligible,No
01097001001,Eligible,No
01097001002,Not Eligible,Low-Income Community
01097001100,Eligible,No
01097001200,Severe Distress or Non-Metropolitan,Low-Income Community
01097001302,Deep Distress or High Migration Rural County,Low-Income Community
01097001400,Not Eligible,Low-Income Community
01097001501,Deep Distress or High Migration Rural County,Low-Income Community
01097001502,Deep Distress or High Migration Rural County,Low-Income Community
01097001800,Eligible,No
01097001901,Not Eligible,No
01097001902,Not Eligible,No
01097002000,Not Eligible,No
01097002100,Deep Distress or High Migration Rural County,No
01097002200,Severe Distress or Non-Metropolitan,No
01097002301,Eligible,No
01097002302,Deep Distress or High Migration Rural County,No
01097002400,Deep Distress or High Migration Rural County,No
01097002501,Not Eligible,No
01097002502,Not Eligible,No
01097002600,Severe Distress or Non-Metropolitan,Low-Income Community
01097002700,Deep Distress or High Migration Rural County,No
01097002800,Eligible,Low-Income Community
01097002900,Severe Distress or Non-Metropolitan,No
01097003000,Not Eligible,No
01097003100,Not Eligible,No
01097003202,Severe Distress or Non-Metropolitan,No
01097003203,Eligible,No
01097003205,Severe Distress or Non-Metropolitan,No
01097003206,Severe Distress or Non-Metropolitan,No
01097003207,Severe Distress or Non-Metropolitan,No
01097003301,Not Eligible,No
01097003302,Not Eligible,No
01097003402,Severe Distress or Non-Metropolitan,Low-Income Community
01097003404,Severe Distress or Non-Metropolitan,No
01097003405,Eligible,No
01097003406,Deep Distress or High Migration Rural County,No
01097003408,Not Eligible,No
01097003409,Not Eligible,No
01097003410,Not Eligible,No
01097003501,Not Eligible,No
01097003502,Not Eligible,No
01097003602,Severe Distress or Non-Metropolitan,No
01097003606,Eligible,No
01097003607,Eligible,No
01097003608,Eligible,No
01097003703,Severe Distress or Non-Metropolitan,No
01097003704,Not Eligible,No
01097003705,Not Eligible,No
01097003706,Not Eligible,No
01097003707,Not Eligible,No
01097003708,Not Eligible,No
01097003710,Not Eligible,No
01097003711,Not Eligible,No
01097003712,Not Eligible,No
01097003800,Severe Distress or Non-Metropolitan,No
01097003901,Severe Distress or Non-Metropolitan,No
01097003902,Deep Distress or High Migration Rural County,No
01097004000,Severe Distress or Non-Metropolitan,No
01097004100,Deep Distress or High Migration Rural County,No
01097004800,Deep Distress or High Migration Rural County,No
01097004900,Deep Distress or High Migration Rural County,No
01097005000,Deep Distress or High Migration Rural County,No
01097005100,Deep Distress or High Migration Rural County,No
01097005200,Eligible,No
01097005300,Eligible,No
01097005400,Not Eligible,No
01097005500,Not Eligible,No
01097005601,Not Eligible,No
01097005602,Not Eligible,No
01097005701,Not Eligible,No
01097005702,Not Eligible,No
01097005800,Not Eligible,No
01097005900,Not Eligible,No
01097006000,Eligible,No
01097006102,Eligible,No
01097006103,Eligible,No
01097006104,Not Eligible,No
01097006106,Not Eligible,No
01097006107,Not Eligible,No
01097006201,Eligible,No
01097006202,Not Eligible,No
01097006303,Not Eligible,No
01097006304,Not Eligible,No
01097006305,Severe Distress or Non-Metropolitan,No
01097006306,Not Eligible,No
01097006307,Not Eligible,No
01097006402,Eligible,No
01097006403,Eligible,Low-Income Community
01097006407,Not Eligible,No
01097006408,Not Eligible,No
01097006409,Not Eligible,No
01097006410,Not Eligible,No
01097006411,Not Eligible,No
01097006412,Not Eligible,No
01097006413,Not Eligible,No
01097006501,Not Eligible,No
01097006503,Not Eligible,No
01097006504,Not Eligible,No
01097006505,Eligible,No
01097006600,Not Eligible,No
01097006702,Deep Distress or High Migration Rural County,No
01097006703,Not Eligible,No
01097006704,Not Eligible,No
01097006802,Severe Distress or Non-Metropolitan,No
01097006803,Not Eligible,No
01097006804,Not Eligible,No
01097006902,Eligible,No
01097006903,Eligible,No
01097006904,Eligible,No
01097007000,Not Eligible,No
01097007101,Not Eligible,No
01097007102,Not Eligible,No
01097007103,Not Eligible,No
01097007201,Severe Distress or Non-Metropolitan,No
01097007203,Not Eligible,No
01097007204,Severe Distress or Non-Metropolitan,No
01097007300,Eligible,No
01097007400,Severe Distress or Non-Metropolitan,Low-Income Community
01097007500,Eligible,No
01097007600,Deep Distress or High Migration Rural County,No
01097007700,Deep Distress or High Migration Rural County,No
01097980000,Not Eligible,No
01097990000,Not Eligible,No
01099075600,Deep Distress or High Migration Rural County,No
01099075700,Deep Distress or High Migration Rural County,No
01099075800,Deep Distress or High Migration Rural County,No
01099075901,Not Eligible,No
01099075902,Not Eligible,No
01099076000,Deep Distress or High Migration Rural County,Low-Income Community
01099076101,Not Eligible,No
01099076102,Deep Distress or High Migration Rural County,No
01099076200,Deep Distress or High Migration Rural County,No
01101000100,Not Eligible,Low-Income Community
01101000200,Deep Distress or High Migration Rural County,Low-Income Community
01101000300,Deep Distress or High Migration Rural County,Low-Income Community
01101000400,Deep Distress or High Migration Rural County,No
01101000500,Eligible,Low-Income Community
01101000600,Deep Distress or High Migration Rural County,Low-Income Community
01101000700,Deep Distress or High Migration Rural County,No
01101000900,Not Eligible,No
01101001000,Deep Distress or High Migration Rural County,Low-Income Community
01101001100,Deep Distress or High Migration Rural County,Low-Income Community
01101001200,Deep Distress or High Migration Rural County,No
01101001300,Not Eligible,No
01101001400,Not Eligible,No
01101001500,Deep Distress or High Migration Rural County,No
01101001600,Deep Distress or High Migration Rural County,No
01101001700,Eligible,No
01101001800,Not Eligible,No
01101001900,Eligible,No
01101002000,Not Eligible,No
01101002100,Eligible,Low-Income Community
01101002201,Severe Distress or Non-Metropolitan,No
01101002202,Severe Distress or Non-Metropolitan,No
01101002300,Deep Distress or High Migration Rural County,No
01101002400,Deep Distress or High Migration Rural County,No
01101002500,Severe Distress or Non-Metropolitan,No
01101002600,Not Eligible,No
01101002700,Not Eligible,No
01101002800,Eligible,No
01101002901,Deep Distress or High Migration Rural County,No
01101002902,Deep Distress or High Migration Rural County,No
01101003000,Deep Distress or High Migration Rural County,No
01101003100,Eligible,No
01101003200,Eligible,No
01101003301,Not Eligible,No
01101003303,Not Eligible,No
01101003304,Eligible,No
01101005101,Not Eligible,No
01101005102,Severe Distress or Non-Metropolitan,No
01101005301,Not Eligible,No
01101005302,Not Eligible,No
01101005402,Eligible,No
01101005403,Eligible,No
01101005407,Not Eligible,No
01101005409,Not Eligible,No
01101005410,Severe Distress or Non-Metropolitan,No
01101005411,Not Eligible,No
01101005412,Not Eligible,No
01101005413,Not Eligible,No
01101005414,Not Eligible,No
01101005501,Not Eligible,No
01101005502,Not Eligible,No
01101005503,Not Eligible,No
01101005504,Not Eligible,No
01101005604,Not Eligible,No
01101005605,Not Eligible,No
01101005606,Eligible,No
01101005607,Not Eligible,No
01101005608,Not Eligible,No
01101005609,Not Eligible,No
01101005610,Not Eligible,No
01101005611,Not Eligible,No
01101005612,Not Eligible,No
01101005613,Eligible,No
01101005614,Deep Distress or High Migration Rural County,No
01101005700,Severe Distress or Non-Metropolitan,No
01101005800,Not Eligible,No
01101005902,Severe Distress or Non-Metropolitan,Low-Income Community
01101005903,Not Eligible,No
01101005904,Severe Distress or Non-Metropolitan,No
01101006000,Eligible,Low-Income Community
01101006100,Severe Distress or Non-Metropolitan,No
01103000100,Severe Distress or Non-Metropolitan,Low-Income Community
01103000200,Not Eligible,No
01103000300,Not Eligible,No
01103000400,Not Eligible,No
01103000600,Deep Distress or High Migration Rural County,No
01103000700,Severe Distress or Non-Metropolitan,No
